"school_name","year","cep","eligible","pct_free_reduced","unpaid","debt_per_student"
"Oak Grove","2015-16",0,1,0.911620294599018,1812.65,2.96669394435352
"Parkwood","2015-16",0,1,0.773831775700935,1027.68,1.92089719626168
"E K Powe","2015-16",0,0,0.586744639376218,7682.1,14.9748538011696
"Pearsontown","2015-16",0,0,0.335031847133758,511.26,0.651286624203822
"Riverside","2015-16",0,0,0.544282511210762,1270.75,0.712303811659193
"Githens","2015-16",0,1,0.685368536853685,1581.81,1.74016501650165
"R N Harris","2015-16",1,1,0.669590643274854,7.69,0.0224853801169591
"Southern","2015-16",0,1,0.706449221645663,22267.64,16.5067753891772
"Sandy Ridge","2015-16",0,0,0.652397260273973,403.82,0.691472602739726
"Rogers Herr","2015-16",0,0,0.452229299363057,1638.13,2.6084872611465
"Southwest","2015-16",0,0,0.672667757774141,1203.19,1.96921440261866
"C C Spaulding","2015-16",1,1,0.992452830188679,0,0
"Spring Valley","2015-16",0,0,0.697368421052632,434.14,0.816052631578947
"W G Pearson Elementary","2015-16",0,1,0.965648854961832,397.11,0.757843511450382
"Y E Smith","2015-16",1,1,0.829396325459318,0,0
"Hillside New Tech","2015-16",0,0,0.590909090909091,189.01,0.859136363636364
"Bethesda","2016-17",1,1,1,0,0
"Brogden","2016-17",0,1,0.847985347985348,2093.6,3.83443223443223
"Burton","2016-17",1,1,1,0,0
"Early College","2016-17",0,0,0.564469914040115,206.8,0.592550143266476
"Eastway","2016-17",1,1,1,0,0
"Jordan","2016-17",0,0,0.432682425488181,16630.82,8.54615621788284
"Easley","2016-17",0,0,0.293381037567084,663.09,1.18620751341682
"School for Creative Studies","2016-17",0,0,0.455611390284757,2515.5,4.21356783919598
"Eno Valley","2016-17",0,1,0.978846153846154,187,0.359615384615385
"Carrington","2016-17",0,1,0.67274678111588,473.23,0.507757510729614
"City of Medicine","2016-17",0,0,0.572327044025157,4019.08,12.6386163522013
"Club","2016-17",0,0,0.605691056910569,269.51,0.547784552845528
"Creekside","2016-17",0,0,0.4375,969.81,1.08237723214286
"Glenn","2016-17",1,1,1,0,0
"Performance Learning Center","2016-17",0,1,0.77639751552795,503.48,3.1272049689441
"Durham School of the Arts","2016-17",0,0,0.36497641509434,1027.47,0.605819575471698
"Hillandale","2016-17",0,0,0.644067796610169,631.66,0.973281972265023
"Hillside","2016-17",0,1,0.604048582995951,3368.74,2.72772469635628
"Hope Valley","2016-17",0,1,0.72884012539185,3178.64,4.98219435736677
"Holt","2016-17",0,1,0.916158536585366,682.75,1.04077743902439
"Forestview","2016-17",0,0,0.676701570680628,890.32,1.16534031413613
"Shepard","2016-17",0,1,0.808988764044944,2394.18,5.3801797752809
"Lakewood Elementary","2016-17",1,1,1,0,0
"Little River","2016-17",0,0,0.447761194029851,328.7,0.700852878464819
"Lakeview","2016-17",1,1,1,0,0
"Lakewood Middle","2016-17",0,0,0.47098976109215,385.45,1.31552901023891
"Lucas","2016-17",0,1,0.638941398865784,5635.46,10.6530434782609
"Fayetteville Street","2016-17",1,1,1,0,0
"Lowe's Grove","2016-17",0,1,0.836633663366337,890.43,1.46935643564356
"George Watts","2016-17",0,0,0.476878612716763,422.8,1.22196531791908
"Mangum","2016-17",0,0,0.265822784810127,465.47,1.47300632911392
"Merrick Moore","2016-17",1,1,1,0,0
"Morehead","2016-17",0,0,0.464601769911504,298.65,1.32146017699115
"Neal","2016-17",0,1,0.814044213263979,14135.73,18.3819635890767
"Northern","2016-17",0,0,0.561379310344828,1007.83,0.695055172413793
"Oak Grove","2016-17",0,1,0.877280265339967,3274.54,5.43041459369818
"Parkwood","2016-17",0,1,0.750902527075812,8575.5,15.4792418772563
"E K Powe","2016-17",0,0,0.538461538461538,6389.56,13.2839085239085
"Pearsontown","2016-17",0,0,0.32367758186398,1238.37,1.55965994962217
"Riverside","2016-17",0,0,0.546778711484594,4483.13,2.51155742296919
"Githens","2016-17",0,1,0.670293797606094,3700.01,4.02612622415669
"R N Harris","2016-17",1,1,1,0,0
"Southern","2016-17",0,1,0.68402533427164,22924.67,16.132772695285
"Sandy Ridge","2016-17",0,1,0.633898305084746,2814.76,4.77077966101695
"Rogers Herr","2016-17",0,0,0.442463533225284,1575.81,2.55398703403566
"Southwest","2016-17",0,0,0.634796238244514,7582.46,11.8847335423197
"C C Spaulding","2016-17",1,1,1,0,0
"Spring Valley","2016-17",0,0,0.701465201465201,506.9,0.928388278388278
"W G Pearson Elementary","2016-17",1,1,1,0,0
"Y E Smith","2016-17",1,1,1,0,0
"Hillside New Tech","2016-17",0,0,0.628019323671498,597.8,2.88792270531401
"Bethesda","2017-18",1,1,1,0,0
"Brogden","2017-18",0,1,0.767485822306238,7654.69,14.4701134215501
"Burton","2017-18",1,1,1,0,0
"Early College","2017-18",0,0,0.548476454293629,0,0
"Eastway","2017-18",1,1,1,0,0
"Jordan","2017-18",0,0,0.385647909137842,34195.81,17.6540061951471
"Easley","2017-18",0,0,0.316758747697974,761.53,1.40244935543278
"School for Creative Studies","2017-18",0,0,0.478040540540541,1447.85,2.44569256756757
"Eno Valley","2017-18",1,1,1,0,0
"Carrington","2017-18",0,1,0.69131455399061,841.13,0.987241784037559
"City of Medicine","2017-18",0,0,0.597633136094675,0,0
"Club","2017-18",0,0,0.589690721649485,325.56,0.671257731958763
"Creekside","2017-18",0,0,0.446978335233751,1339.82,1.52773090079818
"Glenn","2017-18",1,1,1,0,0
"Performance Learning Center","2017-18",0,1,0.767605633802817,3.3,0.0232394366197183
"Durham School of the Arts","2017-18",0,0,0.35075493612079,14836.83,8.61604529616725
"Hillandale","2017-18",0,0,0.651685393258427,776.83,1.24691813804173
"Hillside","2017-18",0,1,0.600760456273764,7587.81,5.77019771863118
"Hope Valley","2017-18",0,1,0.677725118483412,7746.84,12.2382938388626
"Holt","2017-18",0,1,0.907380607814761,3490.83,5.0518523878437
"Forestview","2017-18",0,0,0.619607843137255,3065.07,4.00662745098039
"Shepard","2017-18",0,1,0.772428884026258,10341.69,22.6295185995624
"Lakewood Elementary","2017-18",1,1,1,0,0
"Little River","2017-18",0,0,0.41,2463.45,4.9269
"Lakeview","2017-18",1,1,1,0,0
"Lakewood Middle","2017-18",0,0,0.425170068027211,1245.94,4.23789115646259
"Lucas","2017-18",0,1,0.639065817409766,1583.09,3.36112526539278
"Fayetteville Street","2017-18",1,1,1,0,0
"Lowe's Grove","2017-18",0,1,0.840407470288625,6555.32,11.1295755517827
